Player,Ratings,Salaries,Pos,Age,Tm,G,GS,MP,FG,FGA,FGp,3P,3PA,threePp,2P,2PA,twoPp,eFG%,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Aron Baynes,75,"$5,453,280",C,33,PHO,42,28,22.2,4.4,9.1,.480,1.4,4.0,.351,3.0,5.1,.582,.558,1.3,1.8,.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5
Kent Bazemore,75,"$19,269,663",SF-SG,30,SAC,64,21,25.1,2.9,7.7,.374,1.2,3.6,.342,1.7,4.2,.401,.453,1.7,2.2,.768,0.4,4.0,4.3,1.3,1.1,0.6,1.3,2.8,8.7
Marco Belinelli,75,"$5,846,154",SG,33,SAS,52,0,15.0,2.0,5.2,.391,1.1,3.0,.368,0.9,2.2,.422,.496,0.6,0.8,.780,0.1,1.7,1.7,1.2,0.2,0.0,0.3,0.8,5.8
Bismack Biyombo,75,"$17,000,000",C,27,CHO,53,29,19.4,2.8,5.2,.543,0.0,0.0,,2.8,5.2,.543,.543,1.7,2.8,.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4
Mikal Bridges,75,"$4,161,000",SF,23,PHO,65,24,27.3,3.2,6.3,.516,0.9,2.4,.352,2.4,3.8,.621,.585,1.4,1.6,.848,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,8.7
Wilson Chandler,75,"$2,564,753",SF,32,BRK,35,3,21.0,2.1,5.2,.404,1.1,3.5,.306,1.1,1.8,.597,.505,0.6,0.7,.870,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,5.9
Damyean Dotson,75,"$1,618,520",SG,25,NYK,48,0,17.4,2.5,6.0,.414,1.2,3.4,.362,1.3,2.6,.480,.516,0.5,0.7,.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7
Kris Dunn,75,"$5,348,007",PG,25,CHI,51,32,24.9,3.0,6.7,.444,0.6,2.2,.259,2.4,4.5,.535,.487,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3
Wayne Ellington,75,"$8,000,000",SG,32,NYK,36,1,15.5,1.7,4.8,.351,1.4,4.0,.350,0.3,0.9,.355,.494,0.3,0.4,.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1
Bryn Forbes,75,"$2,875,000",SG,26,SAS,63,62,25.1,3.8,9.2,.417,2.3,6.0,.388,1.5,3.2,.470,.544,1.2,1.4,.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8,11.2
Josh Hart,75,"$1,934,160",SF,24,NOP,57,14,27.4,3.5,8.4,.416,1.9,5.7,.342,1.6,2.7,.571,.531,1.2,1.6,.747,0.9,5.5,6.5,1.6,1.0,0.4,1.1,2.5,10.2
John Henson,75,"$9,732,396",PF,29,DET,40,8,15.0,2.4,4.3,.556,0.2,0.9,.222,2.2,3.4,.644,.579,0.6,1.2,.500,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0,5.5
Mario Hezonja,75,"$1,737,145",PF,24,POR,47,4,16.3,1.7,4.0,.429,0.4,1.4,.328,1.3,2.7,.480,.484,0.9,1.1,.824,0.6,2.9,3.4,0.9,0.6,0.2,0.8,2.0,4.8
George Hill,75,"$10,133,907",PG,33,MIL,52,0,21.2,3.4,6.5,.530,1.4,2.9,.480,2.0,3.5,.571,.638,1.3,1.6,.831,0.9,2.1,3.0,2.9,0.8,0.1,0.9,1.4,9.6
Rondae Hollis-Jefferson,75,"$2,500,000",SF,25,TOR,52,5,19.2,2.7,5.7,.471,0.0,0.3,.118,2.6,5.3,.493,.475,1.8,2.5,.736,2.0,2.9,4.9,1.7,0.8,0.4,0.9,2.0,7.2
Richaun Holmes,75,"$4,767,000",C,26,SAC,39,33,28.8,5.4,8.2,.654,0.0,0.0,,5.4,8.2,.654,.654,2.1,2.6,.800,3.0,5.3,8.3,1.0,1.0,1.4,1.3,3.9,12.8
James Johnson,75,"$15,349,400",PF,32,MIN,32,1,19.3,3.2,6.7,.479,1.0,2.8,.363,2.2,3.9,.565,.556,1.0,1.5,.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4
Luke Kennard,75,"$3,827,160",SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
Kyle Korver,75,"$6,004,753",SF,38,MIL,50,0,16.7,2.2,5.2,.429,1.7,4.1,.415,0.5,1.0,.481,.595,0.6,0.7,.824,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.4,6.7
Rodions Kurucs,75,"$1,699,236",PF,21,BRK,39,4,12.8,1.5,3.4,.448,0.6,1.7,.385,0.9,1.8,.507,.541,0.4,0.7,.607,0.5,2.0,2.5,0.8,0.4,0.1,0.9,1.7,4.2
Jake Layman,75,"$3,581,986",PF,25,MIN,23,2,22.0,3.5,7.8,.453,1.0,3.1,.333,2.5,4.7,.533,.520,1.0,1.4,.750,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1
Robin Lopez,75,"$4,767,000",C,31,MIL,60,4,14.4,2.3,4.6,.502,0.6,1.6,.344,1.7,3.0,.588,.562,0.4,0.7,.535,0.9,1.6,2.4,0.7,0.2,0.7,0.9,1.3,5.5
Trey Lyles,75,"$5,500,000",PF,24,SAS,63,53,20.2,2.4,5.4,.446,1.0,2.7,.387,1.4,2.8,.503,.541,0.5,0.7,.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4
Malik Monk,75,"$4,028,400",SG,21,CHO,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3
Markieff Morris,75,"$3,709,887",PF,30,LAL,52,16,21.3,3.6,8.2,.445,1.6,4.0,.386,2.1,4.1,.502,.540,1.3,1.6,.783,0.7,3.2,3.8,1.4,0.5,0.3,1.4,2.3,10.1
Shabazz Napier,75,"$1,845,301",PG,28,WAS,51,30,24.2,3.3,8.1,.412,1.4,4.4,.320,1.9,3.7,.518,.498,2.3,2.8,.823,0.5,2.4,2.9,5.0,1.3,0.2,2.2,1.8,10.3
Cedi Osman,75,"$2,907,143",SF,24,CLE,65,65,29.4,4.1,9.4,.437,1.9,4.9,.383,2.2,4.4,.497,.538,1.0,1.4,.670,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0
Mike Scott,75,"$4,767,000",PF,31,PHI,63,10,17.8,2.1,5.1,.408,1.2,3.2,.358,0.9,1.8,.496,.522,0.4,0.5,.833,0.9,2.7,3.6,0.8,0.3,0.1,0.4,1.3,5.7
Noah Vonleh,75,"$2,000,000",C-PF,24,DEN,33,1,11.0,1.5,2.7,.562,0.1,0.5,.200,1.4,2.2,.635,.579,0.7,0.9,.800,1.1,2.6,3.7,0.8,0.3,0.2,0.6,1.2,3.8
Allonzo Trier,75,"$3,551,100",PG,24,NYK,24,1,12.1,2.1,4.4,.481,0.8,2.2,.358,1.3,2.2,.604,.571,1.4,1.8,.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5
Kyle Anderson,74,"$9,073,050",PF,26,MEM,59,20,19.3,2.3,4.7,.493,0.3,1.1,.258,2.1,3.7,.560,.521,0.7,1.1,.652,0.9,3.4,4.4,2.2,0.8,0.5,0.9,1.4,5.7
Jordan Bell,74,"$1,620,564",C-PF,25,MEM,29,0,8.8,1.2,2.3,.522,0.1,0.4,.333,1.1,1.9,.564,.552,0.7,1.1,.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2
Khem Birch,74,"$3,000,000",C,27,ORL,40,24,19.4,1.4,2.9,.487,0.0,0.0,.000,1.4,2.9,.491,.487,1.0,1.7,.612,1.8,2.8,4.5,0.9,0.4,0.5,0.6,1.8,3.8
Dillon Brooks,74,"$1,618,520",SG,24,MEM,65,65,28.5,5.7,14.2,.402,2.0,5.5,.369,3.7,8.7,.423,.474,2.2,2.7,.809,0.9,2.3,3.3,2.0,0.9,0.4,1.7,3.8,15.7
Reggie Bullock,74,"$4,000,000",SG,28,NYK,29,19,23.6,3.1,7.7,.402,1.3,3.8,.333,1.8,3.9,.469,.484,0.6,0.7,.810,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1
Zach Collins,74,"$4,240,200",PF,22,POR,3,3,28.7,3.0,6.3,.474,1.0,2.3,.429,2.0,4.0,.500,.553,2.0,2.0,1.000,1.3,2.7,4.0,2.0,0.0,0.7,2.0,3.7,9.0
Pat Connaughton,74,"$1,723,050",SG,27,MIL,61,1,18.3,2.0,4.3,.456,0.7,2.2,.321,1.2,2.0,.605,.540,0.4,0.6,.750,0.9,3.3,4.2,1.6,0.3,0.5,0.8,1.0,5.1
Quinn Cook,74,"$3,000,000",PG,26,LAL,38,0,10.8,2.0,4.6,.439,0.7,1.7,.379,1.3,2.8,.477,.512,0.2,0.2,.667,0.2,0.9,1.1,1.1,0.3,0.0,0.7,0.6,4.8
Torrey Craig,74,"$2,000,000",SF,29,DEN,50,19,17.4,1.9,4.2,.462,0.7,2.2,.330,1.2,2.0,.606,.548,0.4,0.6,.645,1.0,2.2,3.1,0.7,0.4,0.6,0.4,2.2,5.0
Seth Curry,74,"$7,461,380",SG,29,DAL,59,20,24.5,4.5,9.0,.500,2.3,5.1,.453,2.2,3.9,.560,.628,1.3,1.5,.841,0.4,1.9,2.4,2.0,0.6,0.1,1.0,1.7,12.6
Cheick Diallo,74,"$1,678,854",C,23,PHO,44,2,10.6,2.0,3.1,.650,0.0,0.0,.500,2.0,3.1,.652,.653,0.7,0.8,.865,0.6,2.3,2.9,0.5,0.2,0.3,0.7,1.2,4.8
Yogi Ferrell,74,"$3,150,000",PG,26,SAC,44,0,11.0,1.5,3.8,.396,0.4,1.6,.275,1.1,2.3,.480,.453,0.7,0.8,.865,0.1,1.0,1.1,1.3,0.3,0.1,0.6,0.7,4.2
Markelle Fultz,74,"$9,745,200",PG,21,ORL,64,59,28.3,5.0,10.6,.473,0.5,1.8,.254,4.5,8.7,.520,.496,1.6,2.2,.723,0.5,2.8,3.3,5.2,1.3,0.2,2.0,2.0,12.1
Harry Giles,74,"$2,578,800",PF,21,SAC,38,17,15.2,3.1,5.4,.560,0.0,0.0,,3.1,5.4,.560,.560,0.9,1.1,.767,0.9,3.3,4.2,1.3,0.6,0.4,0.9,2.6,7.0
Justin Jackson,74,"$3,280,920",PF,24,DAL,58,2,16.0,2.1,5.4,.399,0.8,2.6,.298,1.4,2.8,.494,.471,0.6,0.8,.818,0.5,2.0,2.4,0.8,0.2,0.2,0.2,1.0,5.7
Tyler Johnson,74,"$19,245,370",SG,27,PHO,31,3,16.6,2.1,5.5,.380,0.8,2.7,.289,1.3,2.8,.466,.450,0.8,1.0,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7
Cory Joseph,74,"$12,000,000",PG,28,SAC,64,22,24.0,2.4,5.8,.420,0.7,2.1,.351,1.7,3.7,.460,.484,0.8,0.9,.828,0.6,2.0,2.5,3.4,0.7,0.3,1.0,1.9,6.3
Maxi Kleber,74,"$8,000,000",C,28,DAL,66,21,25.7,3.2,7.1,.459,1.6,4.3,.374,1.6,2.7,.594,.574,1.0,1.2,.863,1.5,3.9,5.4,1.2,0.3,1.2,0.7,2.3,9.2
Doug McDermott,74,"$7,333,333",PF,28,IND,62,0,20.0,3.9,7.9,.491,1.9,4.3,.445,2.0,3.6,.544,.611,0.7,0.8,.827,0.4,2.1,2.5,1.1,0.1,0.1,0.6,1.7,10.4
E'Twaun Moore,74,"$8,664,928",SG,30,NOP,51,5,18.8,3.4,8.0,.424,1.2,3.1,.375,2.2,4.9,.456,.498,0.6,0.8,.674,0.6,1.8,2.4,1.4,0.5,0.2,0.7,1.5,8.6
Kyle O'Quinn,74,"$2,174,318",C,29,PHI,26,1,9.9,1.3,2.8,.486,0.3,0.9,.304,1.1,1.9,.571,.535,0.4,0.7,.526,1.2,2.5,3.8,1.3,0.2,0.8,0.7,1.3,3.3
Chandler Parsons,74,"$25,102,512",SF,31,ATL,5,0,10.8,1.0,3.6,.278,0.8,2.8,.286,0.2,0.8,.250,.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8
Norman Powell,74,"$10,116,576",SG,26,TOR,44,23,28.8,5.9,11.7,.502,2.1,5.4,.398,3.8,6.4,.589,.593,2.5,3.0,.838,0.5,3.1,3.7,1.8,1.3,0.4,1.5,2.1,16.4
Glenn Robinson III,74,"$1,882,867",SF,26,PHI,60,52,29.1,4.7,9.6,.486,1.2,3.2,.387,3.5,6.5,.535,.550,1.2,1.4,.867,1.3,3.0,4.3,1.6,0.9,0.3,0.9,1.6,11.8
Denzel Valentine,74,"$3,377,568",SF,26,CHI,36,5,13.6,2.7,6.6,.409,1.3,3.8,.336,1.4,2.8,.510,.506,0.2,0.2,.750,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8
Robert Williams,74,"$1,937,520",C,22,BOS,23,1,14.0,1.8,2.7,.677,0.0,0.0,,1.8,2.7,.677,.677,0.6,1.1,.560,1.5,3.2,4.7,1.0,0.9,1.2,0.9,1.7,4.3
Christian Wood,74,"$1,645,357",PF,24,DET,62,12,21.4,4.6,8.2,.567,0.9,2.3,.386,3.8,5.9,.636,.620,2.9,3.9,.744,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1
Jaxson Hayes,74,"$4,862,040",C,19,NOP,56,12,17.0,2.8,4.2,.660,0.0,0.1,.250,2.8,4.1,.667,.662,1.9,3.1,.630,1.5,2.5,4.0,0.9,0.4,0.9,0.7,2.5,7.5
Rui Hachimura,74,"$4,469,160",PF,21,WAS,41,41,29.7,5.3,11.1,.478,0.5,1.8,.274,4.8,9.3,.517,.500,2.2,2.7,.829,1.5,4.5,6.0,1.7,0.8,0.2,1.0,2.2,13.4
OG Anunoby,73,"$2,281,800",SF,22,TOR,63,62,30.1,4.2,8.4,.507,1.3,3.4,.381,2.9,5.0,.593,.584,0.9,1.4,.686,1.2,4.2,5.4,1.6,1.4,0.7,1.2,2.5,10.7
Dwayne Bacon,73,"$1,618,520",SG,24,CHO,39,11,17.6,2.2,6.3,.348,0.5,1.7,.284,1.7,4.5,.373,.387,0.9,1.4,.660,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7
Jonah Bolden,73,"$1,788,296",PF,24,PHO,7,0,6.7,0.6,1.6,.364,0.0,0.6,.000,0.6,1.0,.571,.364,0.3,0.6,.500,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4
Sterling Brown,73,"$1,618,520",SF,24,MIL,45,1,14.8,1.8,4.8,.367,0.8,2.5,.316,1.0,2.3,.423,.450,0.6,0.8,.771,0.6,3.0,3.7,1.0,0.5,0.2,0.8,1.0,5.0
Bruce Brown,73,"$1,416,852",SG,23,DET,58,43,28.2,3.4,7.7,.443,0.6,1.7,.344,2.8,6.1,.470,.480,1.5,2.1,.739,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9
Alec Burks,73,"$2,320,044",SG,28,PHI,59,18,27.3,4.8,11.9,.404,1.7,4.6,.366,3.1,7.3,.428,.475,3.8,4.3,.896,0.7,3.7,4.4,2.9,1.0,0.3,1.4,2.0,15.1
Alex Caruso,73,"$2,750,000",PG,25,LAL,58,1,17.8,1.9,4.5,.423,0.7,1.8,.355,1.2,2.6,.471,.496,1.0,1.3,.763,0.2,1.7,1.9,1.8,1.0,0.3,0.8,1.5,5.4
Tyson Chandler,73,"$2,564,753",C,37,HOU,26,5,8.4,0.5,0.7,.778,0.0,0.0,,0.5,0.7,.778,.778,0.2,0.5,.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3
Allen Crabbe,73,"$17,818,456",SG,27,MIN,37,1,17.6,1.7,4.8,.356,1.0,3.2,.303,0.7,1.6,.466,.458,0.3,0.4,.714,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6
Matthew Dellavedova,73,"$9,607,500",PG,29,CLE,57,4,14.4,1.1,3.1,.354,0.4,1.6,.231,0.7,1.5,.488,.414,0.6,0.6,.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1
James Ennis,73,"$1,882,867",SF,29,ORL,61,10,17.3,2.1,4.8,.435,0.8,2.3,.338,1.3,2.5,.523,.515,1.0,1.3,.808,1.0,2.3,3.3,0.9,0.5,0.3,0.7,1.8,6.0
Dorian Finney-Smith,73,"$4,000,000",PF,26,DAL,64,61,29.7,3.3,7.1,.468,1.5,4.1,.374,1.8,3.0,.599,.577,1.1,1.5,.722,2.0,3.5,5.5,1.5,0.7,0.6,1.0,2.4,9.3
Shaquille Harrison,73,"$1,620,564",SF,26,CHI,43,10,11.3,1.8,3.8,.467,0.4,1.0,.381,1.4,2.9,.496,.515,0.9,1.2,.780,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3,4.9
Aaron Holiday,73,"$2,239,200",PG,23,IND,58,26,23.6,3.5,8.6,.407,1.4,3.5,.394,2.1,5.1,.416,.488,1.1,1.2,.861,0.4,1.9,2.3,3.3,0.8,0.2,1.3,1.8,9.4
Danuel House,73,"$3,540,000",SF,26,HOU,58,47,30.0,3.6,8.3,.427,1.9,5.4,.363,1.6,2.9,.544,.545,1.2,1.5,.800,1.0,3.3,4.2,1.3,1.1,0.6,0.8,2.1,10.2
Stanley Johnson,73,"$3,623,000",PF,23,TOR,20,0,4.8,0.4,1.6,.258,0.1,0.7,.154,0.3,0.9,.333,.290,0.3,0.3,.833,0.2,1.0,1.1,0.4,0.2,0.1,0.4,0.5,1.2
Tyus Jones,73,"$9,258,000",PG,23,MEM,65,6,19.0,3.0,6.6,.459,0.7,1.9,.379,2.3,4.7,.492,.514,0.7,0.9,.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4
Furkan Korkmaz,73,"$1,620,564",SG,22,PHI,64,12,21.8,3.5,8.0,.432,2.0,5.0,.397,1.5,3.1,.487,.554,0.8,1.1,.736,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.7
Ian Mahinmi,73,"$15,450,051",C,33,WAS,38,35,21.3,2.7,5.5,.495,0.1,0.7,.192,2.6,4.8,.538,.507,1.8,3.0,.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4
Mike Muscala,73,"$2,028,594",C,28,OKC,41,0,12.0,1.6,3.9,.403,1.0,2.9,.358,0.5,1.0,.538,.538,0.4,0.5,.818,0.3,2.0,2.3,0.8,0.2,0.3,0.3,1.2,4.6
Frank Ntilikina,73,"$4,855,800",PG,21,NYK,57,26,20.8,2.3,5.8,.393,0.8,2.4,.321,1.5,3.4,.444,.459,0.9,1.0,.864,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3
David Nwaba,73,"$1,678,854",SF,27,BRK,20,0,13.4,1.9,3.6,.521,0.6,1.4,.429,1.3,2.2,.581,.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
Royce O'Neale,73,"$1,618,520",PF,26,UTA,64,55,29.1,2.2,5.0,.439,1.3,3.3,.389,0.9,1.7,.536,.567,0.6,0.8,.735,0.3,5.0,5.3,2.5,0.7,0.4,0.8,2.8,6.3
Semi Ojeleye,73,"$1,618,520",PF,25,BOS,61,5,14.6,1.1,2.6,.409,0.6,1.6,.367,0.5,1.0,.475,.522,0.4,0.5,.893,0.4,1.6,2.0,0.5,0.3,0.1,0.2,1.0,3.1
Josh Okogie,73,"$2,530,680",SG,21,MIN,62,28,25.0,2.7,6.4,.427,0.7,2.5,.266,2.1,3.9,.529,.479,2.5,3.1,.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6
Tony Snell,73,"$11,392,857",SF,28,DET,59,57,27.8,2.9,6.5,.445,1.7,4.3,.402,1.2,2.2,.531,.579,0.5,0.5,1.000,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0
Omari Spellman,73,"$1,897,800",PF,22,GSW,49,3,18.1,2.6,6.0,.431,0.9,2.2,.391,1.7,3.8,.454,.503,1.5,1.9,.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6
Garrett Temple,73,"$4,767,000",SG,33,BRK,55,31,28.1,3.6,9.5,.378,2.0,6.3,.324,1.6,3.2,.483,.485,1.0,1.3,.767,0.5,2.9,3.5,2.6,0.8,0.5,1.0,1.7,10.3
Evan Turner,73,"$18,606,556",PG,31,ATL,19,0,13.2,1.3,3.5,.373,0.0,0.3,.000,1.3,3.3,.403,.373,0.6,0.7,.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3
Lonnie Walker,73,"$2,764,200",SG,21,SAS,53,4,14.5,2.2,5.0,.434,0.5,1.3,.408,1.6,3.7,.444,.489,0.7,1.0,.717,0.4,1.8,2.2,0.9,0.5,0.2,0.6,1.3,5.6
Brad Wanamaker,73,"$1,445,697",PG,30,BOS,63,1,19.3,2.2,5.0,.428,0.5,1.4,.367,1.6,3.6,.452,.480,1.7,1.8,.931,0.3,1.7,2.0,2.5,0.8,0.2,1.1,1.9,6.6
Tyler Herro,73,"$3,640,200",SG,20,MIA,47,6,27.2,4.7,11.3,.414,2.1,5.4,.391,2.6,5.9,.434,.507,1.4,1.7,.835,0.3,3.7,4.0,1.9,0.6,0.1,1.5,1.3,12.9
Vincent Poirier,73,"$2,505,793",C,26,BOS,21,0,5.4,0.8,1.6,.485,0.0,0.1,.500,0.7,1.5,.484,.500,0.3,0.3,.857,0.5,1.1,1.6,0.3,0.1,0.3,0.3,1.1,1.9
Sekou Doumbouya,73,"$3,285,120",SF,19,DET,38,19,19.8,2.4,6.2,.390,0.7,2.6,.286,1.7,3.6,.464,.449,0.8,1.2,.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4
Brandon Clarke,73,"$2,478,840",PF,23,MEM,50,3,21.7,5.1,8.2,.623,0.4,1.0,.404,4.7,7.1,.654,.648,1.5,1.9,.785,1.6,4.3,5.8,1.4,0.5,0.8,0.9,1.6,12.0
Nassir Little,73,"$2,105,520",PF,19,POR,48,5,11.9,1.4,3.1,.430,0.3,1.2,.237,1.1,1.9,.554,.477,0.6,0.9,.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6
Grayson Allen,72,"$2,429,400",SG,24,MEM,30,0,16.6,2.6,5.9,.449,1.1,3.0,.363,1.5,2.8,.541,.543,1.0,1.2,.857,0.2,2.0,2.2,1.4,0.2,0.0,0.8,1.2,7.4
Michael Carter-Williams,72,"$2,028,594",SG,28,ORL,42,0,18.4,2.5,5.8,.434,0.5,1.6,.294,2.0,4.1,.489,.475,1.7,2.1,.828,1.0,2.3,3.3,2.4,1.1,0.5,1.1,1.9,7.2
Troy Daniels,72,"$2,487,033",SG,28,DEN,42,0,10.9,1.5,3.8,.390,1.0,2.7,.354,0.5,1.1,.478,.516,0.2,0.4,.625,0.3,0.8,1.1,0.3,0.2,0.1,0.2,0.7,4.1
Donte DiVincenzo,72,"$2,905,800",SG,23,MIL,59,22,23.1,3.5,7.7,.462,1.3,3.7,.344,2.3,3.9,.576,.546,1.0,1.3,.769,1.0,3.9,4.9,2.3,1.4,0.3,1.2,1.6,9.4
Jared Dudley,72,"$2,564,753",SF,34,LAL,40,1,7.8,0.5,1.3,.400,0.4,0.9,.471,0.1,0.4,.250,.560,0.1,0.1,1.000,0.1,1.0,1.1,0.5,0.3,0.1,0.2,0.9,1.5
Tim Frazier,72,"$1,620,564",PG,29,DET,27,11,13.1,1.3,3.5,.362,0.4,1.1,.333,0.9,2.4,.375,.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6
Langston Galloway,72,"$7,333,333",SG,28,DET,66,6,25.8,3.6,8.2,.435,2.0,5.0,.399,1.6,3.2,.493,.557,1.1,1.3,.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3
Justin Holiday,72,"$4,767,000",SG,30,IND,65,2,24.9,2.9,6.6,.440,1.9,4.4,.424,1.0,2.2,.472,.581,0.7,0.9,.780,0.5,2.7,3.2,1.3,1.2,0.6,0.6,1.8,8.4
Chandler Hutchison,72,"$2,332,320",SF,23,CHI,28,10,18.8,2.9,6.3,.457,0.4,1.4,.316,2.4,4.9,.496,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8
Wesley Iwundu,72,"$1,618,520",SF,25,ORL,45,18,18.0,1.7,4.3,.397,0.5,1.5,.313,1.2,2.8,.441,.451,1.4,1.7,.816,0.5,2.0,2.5,1.0,0.6,0.2,0.4,1.4,5.3
Brandon Knight,72,"$15,643,750",PG,28,DET,25,3,18.5,2.4,6.7,.353,1.8,5.2,.344,0.6,1.4,.389,.488,0.8,1.4,.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3
Courtney Lee,72,"$12,759,670",SG,34,DAL,24,9,14.4,1.7,3.4,.488,0.9,2.0,.447,0.8,1.5,.543,.616,0.3,0.3,.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5
Thon Maker,72,"$3,569,643",C,22,DET,60,14,12.9,1.6,3.2,.482,0.4,1.1,.344,1.2,2.2,.550,.539,1.2,1.8,.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7
Patrick McCaw,72,"$4,000,000",SF,24,TOR,37,12,24.5,1.8,4.4,.414,0.6,1.9,.324,1.2,2.5,.484,.485,0.4,0.5,.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6
Rodney McGruder,72,"$4,807,693",SG,28,LAC,50,3,15.0,1.2,3.1,.391,0.4,1.6,.278,0.8,1.5,.506,.462,0.3,0.6,.536,0.5,2.0,2.6,0.6,0.5,0.2,0.4,1.3,3.2
Raul Neto,72,"$1,737,145",PG,27,PHI,49,3,11.5,1.6,3.6,.451,0.6,1.4,.394,1.0,2.1,.490,.531,0.5,0.6,.839,0.2,0.8,1.1,1.6,0.4,0.1,0.9,0.9,4.3
Georges Niang,72,"$1,645,357",PF,26,UTA,58,0,13.3,2.1,4.6,.453,1.3,3.2,.416,0.7,1.4,.538,.598,0.3,0.4,.864,0.2,1.7,1.9,0.6,0.2,0.1,0.4,1.1,5.8
Anfernee Simons,72,"$2,149,560",SG,20,POR,65,4,21.5,3.2,8.1,.402,1.1,3.4,.338,2.1,4.7,.448,.472,1.2,1.4,.826,0.4,1.9,2.3,1.5,0.4,0.2,0.9,2.0,8.8
Zhaire Smith,72,"$3,058,800",SG,20,PHI,7,0,4.6,0.4,1.6,.273,0.0,0.4,.000,0.4,1.1,.375,.273,0.3,0.6,.500,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1
Anthony Tolliver,72,"$2,564,753",PF,34,MEM,47,9,15.6,1.1,3.3,.348,0.8,2.6,.322,0.3,0.7,.441,.474,0.4,0.5,.720,0.6,2.2,2.8,0.7,0.3,0.2,0.6,1.4,3.5
Alfonzo McKinnie,72,"$2,391,985",SF,27,CLE,40,1,14.8,1.8,4.3,.427,0.4,1.6,.215,1.5,2.7,.557,.468,0.6,0.8,.710,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6
Romeo Langford,72,"$3,458,400",SG,20,BOS,27,1,11.0,0.9,2.4,.375,0.2,0.9,.217,0.7,1.5,.463,.414,0.6,0.9,.696,0.5,0.7,1.2,0.2,0.3,0.2,0.3,1.1,2.6
